ProdutoId;ProdutoRelacionadoId;Score
3;76;3.5534063E-12
3;77;3.5534063E-12
3;78;3.5534063E-12
3;79;3.46104E-07
3;80;3.46104E-07
3;81;3.7621786E-07
3;82;3.7621786E-07
3;83;3.5534063E-12
3;84;3.5534063E-12
3;85;3.7621786E-07
3;86;3.7621786E-07
3;87;3.5534063E-12
3;88;3.7621786E-07
3;89;3.5534063E-12
3;90;3.5534063E-12
3;91;3.9368376E-07
3;92;3.9368376E-07
3;93;3.5534063E-12
3;94;3.5534063E-12
3;95;3.5534063E-12
3;96;5.842237E-08
3;97;3.5534063E-12
3;98;3.7884735E-07
3;99;5.842237E-08
4;1;3.5534063E-12
4;2;3.5534063E-12
4;3;4.3920167E-07
4;5;4.2453755E-07
4;6;3.5534063E-12
4;7;3.5534063E-12
4;8;3.7990142E-07
4;9;3.7990142E-07
4;10;3.5534063E-12
4;11;3.5534063E-12
4;12;4.688364E-07
4;13;3.5534063E-12
4;14;3.5534063E-12
4;15;3.5534063E-12
4;16;3.5534063E-12
4;17;3.5534063E-12
4;18;3.7884735E-07
4;19;3.7884735E-07
4;20;3.5534063E-12
4;21;3.5534063E-12
4;22;3.5534063E-12
4;23;4.0795652E-07
4;24;3.5534063E-12
4;25;3.3483454E-07
4;26;3.5534063E-12
4;27;3.5534063E-12
4;28;3.4246466E-07
4;29;5.4660273E-07
4;30;3.4246466E-07
4;31;5.304555E-07
4;32;3.7884735E-07
4;33;4.4044845E-07
4;34;3.0932415E-07
4;35;4.1583806E-07
4;36;5.8938565E-07
4;37;6.5113994E-07
4;38;3.7884735E-07
4;39;3.5534063E-12
4;40;3.5534063E-12
4;41;2.8710122E-07
4;42;3.5534063E-12
4;43;5.378511E-07
4;44;4.2453755E-07
4;45;3.5534063E-12
4;46;3.46104E-07
4;47;2.9921713E-07
4;48;2.9921713E-07
4;49;1.7686095E-07
4;50;3.5534063E-12
4;51;3.5534063E-12
4;52;3.5534063E-12
4;53;4.343446E-07
4;54;3.5534063E-12
4;55;3.5534063E-12
4;56;3.5534063E-12
4;57;4.2072497E-07
4;58;5.524027E-07
4;59;3.5534063E-12
4;60;2.996361E-07
4;61;3.695136E-07
4;62;9.578877E-08
4;63;3.5534063E-12
4;64;3.5534063E-12
4;65;1.0537451E-06
4;66;2.4113092E-07
4;67;3.224226E-07
4;68;2.4113092E-07
4;69;5.6047924E-07
4;70;3.224226E-07
4;71;3.8331652E-07
4;72;2.4242397E-07
4;73;3.8331652E-07
4;74;3.5534063E-12
4;75;3.5534063E-12
4;76;3.5534063E-12
4;77;3.5534063E-12
4;78;3.5534063E-12
4;79;3.46104E-07
4;80;3.46104E-07
4;81;3.7621786E-07
4;82;3.7621786E-07
4;83;3.5534063E-12
4;84;3.5534063E-12
4;85;3.7621786E-07
4;86;3.7621786E-07
4;87;3.5534063E-12
4;88;3.7621786E-07
4;89;3.5534063E-12
4;90;3.5534063E-12
4;91;3.9368376E-07
4;92;3.9368376E-07
4;93;3.5534063E-12
4;94;3.5534063E-12
4;95;3.5534063E-12
4;96;5.842237E-08
4;97;3.5534063E-12
4;98;3.7884735E-07
4;99;5.842237E-08
5;1;3.5534063E-12
5;2;3.5534063E-12
5;3;4.3920167E-07
5;4;4.2453755E-07
5;6;3.5534063E-12
5;7;3.5534063E-12
5;8;3.7990142E-07
5;9;3.7990142E-07
5;10;3.5534063E-12
5;11;3.5534063E-12
5;12;4.688364E-07
5;13;3.5534063E-12
5;14;3.5534063E-12
5;15;3.5534063E-12
5;16;3.5534063E-12
5;17;3.5534063E-12
5;18;3.7884735E-07
5;19;3.7884735E-07
5;20;3.5534063E-12
5;21;3.5534063E-12
5;22;3.5534063E-12
5;23;4.0795652E-07
5;24;3.5534063E-12
5;25;3.3483454E-07
5;26;3.5534063E-12
5;27;3.5534063E-12
5;28;3.4246466E-07
5;29;5.4660273E-07
5;30;3.4246466E-07
5;31;5.304555E-07
5;32;3.7884735E-07
5;33;4.4044845E-07
5;34;3.0932415E-07
5;35;4.1583806E-07
5;36;5.8938565E-07
5;37;6.5113994E-07
5;38;3.7884735E-07
5;39;3.5534063E-12
5;40;3.5534063E-12
5;41;2.8710122E-07
5;42;3.5534063E-12
5;43;5.378511E-07
5;44;4.2453755E-07
5;45;3.5534063E-12
5;46;3.46104E-07
5;47;2.9921713E-07
5;48;2.9921713E-07
5;49;1.7686095E-07
5;50;3.5534063E-12
5;51;3.5534063E-12
5;52;3.5534063E-12
5;53;4.343446E-07
5;54;3.5534063E-12
5;55;3.5534063E-12
5;56;3.5534063E-12
5;57;4.2072497E-07
5;58;5.524027E-07
5;59;3.5534063E-12
5;60;2.996361E-07
5;61;3.695136E-07
5;62;9.578877E-08
5;63;3.5534063E-12
5;64;3.5534063E-12
5;65;1.0537451E-06
5;66;2.4113092E-07
5;67;3.224226E-07
5;68;2.4113092E-07
5;69;5.6047924E-07
5;70;3.224226E-07
5;71;3.8331652E-07
5;72;2.4242397E-07
5;73;3.8331652E-07
5;74;3.5534063E-12
5;75;3.5534063E-12
5;76;3.5534063E-12
5;77;3.5534063E-12
5;78;3.5534063E-12
5;79;3.46104E-07
5;80;3.46104E-07
5;81;3.7621786E-07
5;82;3.7621786E-07
5;83;3.5534063E-12
5;84;3.5534063E-12
5;85;3.7621786E-07
5;86;3.7621786E-07
5;87;3.5534063E-12
5;88;3.7621786E-07
5;89;3.5534063E-12
5;90;3.5534063E-12
5;91;3.9368376E-07
5;92;3.9368376E-07
5;93;3.5534063E-12
5;94;3.5534063E-12
5;95;3.5534063E-12
5;96;5.842237E-08
5;97;3.5534063E-12
5;98;3.7884735E-07
5;99;5.842237E-08
6;1;3.5534063E-12
6;2;3.5534063E-12
6;3;4.3920167E-07
6;4;4.2453755E-07
6;5;4.2453755E-07
6;7;3.5534063E-12
6;8;3.7990142E-07
6;9;3.7990142E-07
6;10;3.5534063E-12
6;11;3.5534063E-12
6;12;4.688364E-07
6;13;3.5534063E-12
6;14;3.5534063E-12
6;15;3.5534063E-12
6;16;3.5534063E-12
6;17;3.5534063E-12
6;18;3.7884735E-07
6;19;3.7884735E-07
6;20;3.5534063E-12
6;21;3.5534063E-12
6;22;3.5534063E-12
6;23;4.0795652E-07
6;24;3.5534063E-12
6;25;3.3483454E-07
6;26;3.5534063E-12
6;27;3.5534063E-12
6;28;3.4246466E-07
6;29;5.4660273E-07
6;30;3.4246466E-07
6;31;5.304555E-07
6;32;3.7884735E-07
6;33;4.4044845E-07
6;34;3.0932415E-07
6;35;4.1583806E-07
6;36;5.8938565E-07
6;37;6.5113994E-07
6;38;3.7884735E-07
6;39;3.5534063E-12
6;40;3.5534063E-12
6;41;2.8710122E-07
6;42;3.5534063E-12
6;43;5.378511E-07
6;44;4.2453755E-07
6;45;3.5534063E-12
6;46;3.46104E-07
6;47;2.9921713E-07
6;48;2.9921713E-07
6;49;1.7686095E-07
6;50;3.5534063E-12
6;51;3.5534063E-12
6;52;3.5534063E-12
6;53;4.343446E-07
6;54;3.5534063E-12
6;55;3.5534063E-12
6;56;3.5534063E-12
6;57;4.2072497E-07
6;58;5.524027E-07
6;59;3.5534063E-12
6;60;2.996361E-07
6;61;3.695136E-07
6;62;9.578877E-08
6;63;3.5534063E-12
6;64;3.5534063E-12
6;65;1.0537451E-06
6;66;2.4113092E-07
6;67;3.224226E-07
6;68;2.4113092E-07
6;69;5.6047924E-07
6;70;3.224226E-07
6;71;3.8331652E-07
6;72;2.4242397E-07
6;73;3.8331652E-07
6;74;3.5534063E-12
6;75;3.5534063E-12
6;76;3.5534063E-12
6;77;3.5534063E-12
6;78;3.5534063E-12
6;79;3.46104E-07
6;80;3.46104E-07
6;81;3.7621786E-07
6;82;3.7621786E-07
6;83;3.5534063E-12
6;84;3.5534063E-12
6;85;3.7621786E-07
6;86;3.7621786E-07
6;87;3.5534063E-12
6;88;3.7621786E-07
6;89;3.5534063E-12
6;90;3.5534063E-12
6;91;3.9368376E-07
6;92;3.9368376E-07
6;93;3.5534063E-12
6;94;3.5534063E-12
6;95;3.5534063E-12
6;96;5.842237E-08
6;97;3.5534063E-12
6;98;3.7884735E-07
6;99;5.842237E-08
7;1;3.5534063E-12
7;2;3.5534063E-12
7;3;4.3920167E-07
7;4;4.2453755E-07
7;5;4.2453755E-07
7;6;3.5534063E-12
7;8;3.7990142E-07
7;9;3.7990142E-07
7;10;3.5534063E-12
7;11;3.5534063E-12
7;12;4.688364E-07
7;13;3.5534063E-12
7;14;3.5534063E-12
7;15;3.5534063E-12
7;16;3.5534063E-12
7;17;3.5534063E-12
7;18;3.7884735E-07
7;19;3.7884735E-07
7;20;3.5534063E-12
7;21;3.5534063E-12
7;22;3.5534063E-12
7;23;4.0795652E-07
7;24;3.5534063E-12
7;25;3.3483454E-07
7;26;3.5534063E-12
7;27;3.5534063E-12
7;28;3.4246466E-07
7;29;5.4660273E-07
7;30;3.4246466E-07
7;31;5.304555E-07
7;32;3.7884735E-07
7;33;4.4044845E-07
7;34;3.0932415E-07
7;35;4.1583806E-07
7;36;5.8938565E-07
7;37;6.5113994E-07
7;38;3.7884735E-07
7;39;3.5534063E-12
7;40;3.5534063E-12
7;41;2.8710122E-07
7;42;3.5534063E-12
7;43;5.378511E-07
7;44;4.2453755E-07
7;45;3.5534063E-12
7;46;3.46104E-07
7;47;2.9921713E-07
7;48;2.9921713E-07
7;49;1.7686095E-07
7;50;3.5534063E-12
7;51;3.5534063E-12
7;52;3.5534063E-12
7;53;4.343446E-07
7;54;3.5534063E-12
7;55;3.5534063E-12
7;56;3.5534063E-12
7;57;4.2072497E-07
7;58;5.524027E-07
7;59;3.5534063E-12
7;60;2.996361E-07
7;61;3.695136E-07
7;62;9.578877E-08
7;63;3.5534063E-12
7;64;3.5534063E-12
7;65;1.0537451E-06
7;66;2.4113092E-07
7;67;3.224226E-07
7;68;2.4113092E-07
7;69;5.6047924E-07
7;70;3.224226E-07
7;71;3.8331652E-07
7;72;2.4242397E-07
7;73;3.8331652E-07
7;74;3.5534063E-12
7;75;3.5534063E-12
7;76;3.5534063E-12
7;77;3.5534063E-12
7;78;3.5534063E-12
7;79;3.46104E-07
7;80;3.46104E-07
7;81;3.7621786E-07
7;82;3.7621786E-07
7;83;3.5534063E-12
7;84;3.5534063E-12
7;85;3.7621786E-07
7;86;3.7621786E-07
7;87;3.5534063E-12
7;88;3.7621786E-07
7;89;3.5534063E-12
7;90;3.5534063E-12
7;91;3.9368376E-07
7;92;3.9368376E-07
7;93;3.5534063E-12
7;94;3.5534063E-12
7;95;3.5534063E-12
7;96;5.842237E-08
7;97;3.5534063E-12
7;98;3.7884735E-07
7;99;5.842237E-08
8;1;3.5534063E-12
8;2;3.5534063E-12
8;3;4.3920167E-07
8;4;4.2453755E-07
8;5;4.2453755E-07
8;6;3.5534063E-12
8;7;3.5534063E-12
8;9;3.7990142E-07
8;10;3.5534063E-12
8;11;3.5534063E-12
8;12;4.688364E-07
8;13;3.5534063E-12
8;14;3.5534063E-12
8;15;3.5534063E-12
8;16;3.5534063E-12
8;17;3.5534063E-12
8;18;3.7884735E-07
8;19;3.7884735E-07
8;20;3.5534063E-12
8;21;3.5534063E-12
8;22;3.5534063E-12
8;23;4.0795652E-07
8;24;3.5534063E-12
8;25;3.3483454E-07
8;26;3.5534063E-12
8;27;3.5534063E-12
8;28;3.4246466E-07
8;29;5.4660273E-07
8;30;3.4246466E-07
8;31;5.304555E-07
8;32;3.7884735E-07
8;33;4.4044845E-07
8;34;3.0932415E-07
8;35;4.1583806E-07
8;36;5.8938565E-07
8;37;6.5113994E-07
8;38;3.7884735E-07
8;39;3.5534063E-12
8;40;3.5534063E-12
8;41;2.8710122E-07
8;42;3.5534063E-12
8;43;5.378511E-07
8;44;4.2453755E-07
8;45;3.5534063E-12
8;46;3.46104E-07
8;47;2.9921713E-07
8;48;2.9921713E-07
8;49;1.7686095E-07
8;50;3.5534063E-12
8;51;3.5534063E-12
8;52;3.5534063E-12
8;53;4.343446E-07
8;54;3.5534063E-12
8;55;3.5534063E-12
8;56;3.5534063E-12
8;57;4.2072497E-07
8;58;5.524027E-07
8;59;3.5534063E-12
8;60;2.996361E-07
8;61;3.695136E-07
8;62;9.578877E-08
8;63;3.5534063E-12
8;64;3.5534063E-12
8;65;1.0537451E-06
8;66;2.4113092E-07
8;67;3.224226E-07
8;68;2.4113092E-07
8;69;5.6047924E-07
8;70;3.224226E-07
8;71;3.8331652E-07
8;72;2.4242397E-07
8;73;3.8331652E-07
8;74;3.5534063E-12
8;75;3.5534063E-12
8;76;3.5534063E-12
8;77;3.5534063E-12
8;78;3.5534063E-12
8;79;3.46104E-07
8;80;3.46104E-07
8;81;3.7621786E-07
8;82;3.7621786E-07
8;83;3.5534063E-12
8;84;3.5534063E-12
8;85;3.7621786E-07
8;86;3.7621786E-07
8;87;3.5534063E-12
8;88;3.7621786E-07
8;89;3.5534063E-12
8;90;3.5534063E-12
8;91;3.9368376E-07
8;92;3.9368376E-07
8;93;3.5534063E-12
8;94;3.5534063E-12
8;95;3.5534063E-12
8;96;5.842237E-08
8;97;3.5534063E-12
8;98;3.7884735E-07
8;99;5.842237E-08
9;1;3.5534063E-12
9;2;3.5534063E-12
9;3;4.3920167E-07
9;4;4.2453755E-07
9;5;4.2453755E-07
9;6;3.5534063E-12
9;7;3.5534063E-12
9;8;3.7990142E-07
9;10;3.5534063E-12
9;11;3.5534063E-12
9;12;4.688364E-07
9;13;3.5534063E-12
9;14;3.5534063E-12
9;15;3.5534063E-12
9;16;3.5534063E-12
9;17;3.5534063E-12
9;18;3.7884735E-07
9;19;3.7884735E-07
9;20;3.5534063E-12
9;21;3.5534063E-12
9;22;3.5534063E-12
9;23;4.0795652E-07
9;24;3.5534063E-12
9;25;3.3483454E-07
9;26;3.5534063E-12
9;27;3.5534063E-12
9;28;3.4246466E-07
9;29;5.4660273E-07
9;30;3.4246466E-07
9;31;5.304555E-07
9;32;3.7884735E-07
9;33;4.4044845E-07
9;34;3.0932415E-07
9;35;4.1583806E-07
9;36;5.8938565E-07
9;37;6.5113994E-07
9;38;3.7884735E-07
9;39;3.5534063E-12
9;40;3.5534063E-12
9;41;2.8710122E-07
9;42;3.5534063E-12
9;43;5.378511E-07
9;44;4.2453755E-07
9;45;3.5534063E-12
9;46;3.46104E-07
9;47;2.9921713E-07
9;48;2.9921713E-07
9;49;1.7686095E-07
9;50;3.5534063E-12
9;51;3.5534063E-12
9;52;3.5534063E-12
9;53;4.343446E-07
9;54;3.5534063E-12
9;55;3.5534063E-12
9;56;3.5534063E-12
9;57;4.2072497E-07
9;58;5.524027E-07
9;59;3.5534063E-12
9;60;2.996361E-07
9;61;3.695136E-07
9;62;9.578877E-08
9;63;3.5534063E-12
9;64;3.5534063E-12
9;65;1.0537451E-06
9;66;2.4113092E-07
9;67;3.224226E-07
9;68;2.4113092E-07
9;69;5.6047924E-07
9;70;3.224226E-07
9;71;3.8331652E-07
9;72;2.4242397E-07
9;73;3.8331652E-07
9;74;3.5534063E-12
9;75;3.5534063E-12
9;76;3.5534063E-12
9;77;3.5534063E-12
9;78;3.5534063E-12
9;79;3.46104E-07
9;80;3.46104E-07
9;81;3.7621786E-07
9;82;3.7621786E-07
9;83;3.5534063E-12
9;84;3.5534063E-12
9;85;3.7621786E-07
9;86;3.7621786E-07
9;87;3.5534063E-12
9;88;3.7621786E-07
9;89;3.5534063E-12
9;90;3.5534063E-12
9;91;3.9368376E-07
9;92;3.9368376E-07
9;93;3.5534063E-12
9;94;3.5534063E-12
9;95;3.5534063E-12
9;96;5.842237E-08
9;97;3.5534063E-12
9;98;3.7884735E-07
9;99;5.842237E-08
10;1;3.5534063E-12
10;2;3.5534063E-12
10;3;4.3920167E-07
10;4;4.2453755E-07
10;5;4.2453755E-07
10;6;3.5534063E-12
10;7;3.5534063E-12
10;8;3.7990142E-07
10;9;3.7990142E-07
10;11;3.5534063E-12
10;12;4.688364E-07
10;13;3.5534063E-12
10;14;3.5534063E-12
10;15;3.5534063E-12
10;16;3.5534063E-12
10;17;3.5534063E-12
10;18;3.7884735E-07
10;19;3.7884735E-07
10;20;3.5534063E-12
10;21;3.5534063E-12
10;22;3.5534063E-12
10;23;4.0795652E-07
10;24;3.5534063E-12
10;25;3.3483454E-07
10;26;3.5534063E-12
10;27;3.5534063E-12
10;28;3.4246466E-07
10;29;5.4660273E-07
10;30;3.4246466E-07
10;31;5.304555E-07
10;32;3.7884735E-07
10;33;4.4044845E-07
10;34;3.0932415E-07
10;35;4.1583806E-07
10;36;5.8938565E-07
10;37;6.5113994E-07
10;38;3.7884735E-07
10;39;3.5534063E-12
10;40;3.5534063E-12
10;41;2.8710122E-07
10;42;3.5534063E-12
10;43;5.378511E-07
10;44;4.2453755E-07
10;45;3.5534063E-12
10;46;3.46104E-07
10;47;2.9921713E-07
10;48;2.9921713E-07
10;49;1.7686095E-07
10;50;3.5534063E-12
10;51;3.5534063E-12
10;52;3.5534063E-12
10;53;4.343446E-07
10;54;3.5534063E-12
10;55;3.5534063E-12
10;56;3.5534063E-12
10;57;4.2072497E-07
10;58;5.524027E-07
10;59;3.5534063E-12
10;60;2.996361E-07
10;61;3.695136E-07
10;62;9.578877E-08
10;63;3.5534063E-12
10;64;3.5534063E-12
10;65;1.0537451E-06
10;66;2.4113092E-07
10;67;3.224226E-07
10;68;2.4113092E-07
10;69;5.6047924E-07
10;70;3.224226E-07
10;71;3.8331652E-07
10;72;2.4242397E-07
10;73;3.8331652E-07
10;74;3.5534063E-12
10;75;3.5534063E-12
10;76;3.5534063E-12
10;77;3.5534063E-12
10;78;3.5534063E-12
10;79;3.46104E-07
10;80;3.46104E-07
10;81;3.7621786E-07
10;82;3.7621786E-07
10;83;3.5534063E-12
10;84;3.5534063E-12
10;85;3.7621786E-07
10;86;3.7621786E-07
10;87;3.5534063E-12
10;88;3.7621786E-07
10;89;3.5534063E-12
10;90;3.5534063E-12
10;91;3.9368376E-07
10;92;3.9368376E-07
10;93;3.5534063E-12
10;94;3.5534063E-12
10;95;3.5534063E-12
10;96;5.842237E-08
10;97;3.5534063E-12
10;98;3.7884735E-07
10;99;5.842237E-08
11;1;3.5534063E-12
11;2;3.5534063E-12
11;3;4.3920167E-07
11;4;4.2453755E-07
11;5;4.2453755E-07
11;6;3.5534063E-12
11;7;3.5534063E-12
11;8;3.7990142E-07
11;9;3.7990142E-07
11;10;3.5534063E-12
11;12;4.688364E-07
11;13;3.5534063E-12
11;14;3.5534063E-12
11;15;3.5534063E-12
11;16;3.5534063E-12
11;17;3.5534063E-12
11;18;3.7884735E-07
11;19;3.7884735E-07
11;20;3.5534063E-12
11;21;3.5534063E-12
11;22;3.5534063E-12
11;23;4.0795652E-07
11;24;3.5534063E-12
11;25;3.3483454E-07
11;26;3.5534063E-12
11;27;3.5534063E-12
11;28;3.4246466E-07
11;29;5.4660273E-07
11;30;3.4246466E-07
11;31;5.304555E-07
11;32;3.7884735E-07
11;33;4.4044845E-07
11;34;3.0932415E-07
11;35;4.1583806E-07
11;36;5.8938565E-07
11;37;6.5113994E-07
11;38;3.7884735E-07
11;39;3.5534063E-12
11;40;3.5534063E-12
11;41;2.8710122E-07
11;42;3.5534063E-12
11;43;5.378511E-07
11;44;4.2453755E-07
11;45;3.5534063E-12
11;46;3.46104E-07
11;47;2.9921713E-07
11;48;2.9921713E-07
11;49;1.7686095E-07
11;50;3.5534063E-12
11;51;3.5534063E-12
11;52;3.5534063E-12
11;53;4.343446E-07
11;54;3.5534063E-12
11;55;3.5534063E-12
11;56;3.5534063E-12
11;57;4.2072497E-07
11;58;5.524027E-07
11;59;3.5534063E-12
11;60;2.996361E-07
11;61;3.695136E-07
11;62;9.578877E-08
11;63;3.5534063E-12
11;64;3.5534063E-12
11;65;1.0537451E-06
11;66;2.4113092E-07
11;67;3.224226E-07
11;68;2.4113092E-07
11;69;5.6047924E-07
11;70;3.224226E-07
11;71;3.8331652E-07
11;72;2.4242397E-07
11;73;3.8331652E-07
11;74;3.5534063E-12
11;75;3.5534063E-12
11;76;3.5534063E-12
11;77;3.5534063E-12
11;78;3.5534063E-12
11;79;3.46104E-07
11;80;3.46104E-07
11;81;3.7621786E-07
11;82;3.7621786E-07
11;83;3.5534063E-12
11;84;3.5534063E-12
11;85;3.7621786E-07
11;86;3.7621786E-07
11;87;3.5534063E-12
11;88;3.7621786E-07
11;89;3.5534063E-12
11;90;3.5534063E-12
11;91;3.9368376E-07
11;92;3.9368376E-07
11;93;3.5534063E-12
11;94;3.5534063E-12
11;95;3.5534063E-12
11;96;5.842237E-08
11;97;3.5534063E-12
11;98;3.7884735E-07
11;99;5.842237E-08
12;1;3.5534063E-12
12;2;3.5534063E-12
12;3;4.3920167E-07
12;4;4.2453755E-07
12;5;4.2453755E-07
12;6;3.5534063E-12
12;7;3.5534063E-12
12;8;3.7990142E-07
12;9;3.7990142E-07
12;10;3.5534063E-12
12;11;3.5534063E-12
12;13;3.5534063E-12
12;14;3.5534063E-12
12;15;3.5534063E-12
12;16;3.5534063E-12
12;17;3.5534063E-12
12;18;3.7884735E-07
12;19;3.7884735E-07
12;20;3.5534063E-12
12;21;3.5534063E-12
12;22;3.5534063E-12
12;23;4.0795652E-07
12;24;3.5534063E-12
12;25;3.3483454E-07
12;26;3.5534063E-12
12;27;3.5534063E-12
12;28;3.4246466E-07
12;29;5.4660273E-07
12;30;3.4246466E-07
12;31;5.304555E-07
12;32;3.7884735E-07
12;33;4.4044845E-07
12;34;3.0932415E-07
12;35;4.1583806E-07
12;36;5.8938565E-07
12;37;6.5113994E-07
12;38;3.7884735E-07
12;39;3.5534063E-12
12;40;3.5534063E-12
12;41;2.8710122E-07
12;42;3.5534063E-12
12;43;5.378511E-07
12;44;4.2453755E-07
12;45;3.5534063E-12
12;46;3.46104E-07
12;47;2.9921713E-07
12;48;2.9921713E-07
12;49;1.7686095E-07
12;50;3.5534063E-12
12;51;3.5534063E-12
12;52;3.5534063E-12
12;53;4.343446E-07
12;54;3.5534063E-12
12;55;3.5534063E-12
12;56;3.5534063E-12
12;57;4.2072497E-07
12;58;5.524027E-07
12;59;3.5534063E-12
12;60;2.996361E-07
12;61;3.695136E-07
12;62;9.578877E-08
12;63;3.5534063E-12
12;64;3.5534063E-12
12;65;1.0537451E-06
12;66;2.4113092E-07
12;67;3.224226E-07
12;68;2.4113092E-07
12;69;5.6047924E-07
12;70;3.224226E-07
12;71;3.8331652E-07
12;72;2.4242397E-07
12;73;3.8331652E-07
12;74;3.5534063E-12
12;75;3.5534063E-12
12;76;3.5534063E-12
12;77;3.5534063E-12
12;78;3.5534063E-12
12;79;3.46104E-07
